snackliking1,snackliking2,snackliking3,snackliking4,snackliking5,snackliking6,snackliking7,snackliking8,snackliking9,snackliking10,snackliking11,snackliking12,snackliking13,snackliking14,snackliking15,snackliking16,snackliking17,snackliking18,snackliking19,snackliking20,filler1,filler2,preferredsnack,filler3,filler4,CONDITION,ChoiceDV,Surprise,age,gender,gender.r,gender_3_TEXT
3.48,4.55,4.48,1.52,2.42,0.32,4.48,3.98,2.52,4.42,4.68,1.72,3.92,4.62,1.28,2.42,4.78,1.05,0.88,3.58,Jelly Bellies,Reese's Peanut Butter Cups,Skittles,Lays Chips,Haribo Gummy Bears,3,1,3,20,Female,0,
0.23,3.6,3.43,3.8,4.43,0.43,3.9,3.23,4.37,1.5,2.67,2.73,3.4,1.6,1.37,4.5,4.53,0.47,1.67,3.13,Jelly Bellies,Kit Kat,Skittles,Lays Chips,Haribo Gummy Bears,3,1,3,21,Female,0,
1.62,4.42,4.45,4.85,3.48,0.15,1.62,4.55,3.58,0.88,0.65,0.52,2.35,4.55,4.18,3.78,3.78,1.82,3.65,0.85,Jelly Bellies,Kit Kat,Skittles,Doritos,Fruit Roll-Ups,3,1,4,18,Male,1,
1.54,3.47,2.5,3.5,2.7,0.37,1.94,2.5,3.7,2.5,4.7,2.7,2.8,3.77,2.5,2.74,2.74,0.44,0.47,4.2,Twinkies,Reese's Peanut Butter Cups,Skittles,Doritos,Fruit Roll-Ups,3,1,3,22,Female,0,
4.88,4.08,3.71,3.68,2.88,2.41,3.55,3.55,4.51,4.91,4.91,3.95,4.48,3.68,2.35,4.61,4.35,1.71,3.58,3.78,Jelly Bellies,Reese's Peanut Butter Cups,Skittles,Doritos,Fruit Roll-Ups,3,1,3,21,Male,1,
0.13,3.5,2.87,0.93,4.53,1.97,1.83,3,3.87,0,4.43,0.73,2.4,3.47,0.1,4.9,4.57,3.53,0.83,4.53,Twinkies,Kit Kat,Skittles,Doritos,Haribo Gummy Bears,3,1,5,19,Female,0,
2.92,4.15,4.52,5,3.58,3.48,2.65,1.32,3.92,4.42,3.85,3.18,4.08,4.32,0.95,4.72,4.65,2.58,3.22,4.55,Twinkies,Kit Kat,Skittles,Lays Chips,Fruit Roll-Ups,3,1,2,20,Male,1,
1.67,3.33,3.73,4.77,3.67,0.57,2.4,2.57,2.5,2.37,3.9,3.17,2.53,4.23,3.33,2.7,3.53,1.5,1.43,3.57,Jelly Bellies,Reese's Peanut Butter Cups,Skittles,Lays Chips,Fruit Roll-Ups,3,1,2,18,Female,0,
3.87,1.57,2.83,1.53,3.93,4.97,3.93,3.87,3.5,4.83,4,2.5,4.93,4.03,2.53,1.53,4.1,0.57,3.9,4.03,Jelly Bellies,Reese's Peanut Butter Cups,Skittles,Doritos,Haribo Gummy Bears,3,1,5,18,Female,0,
3.58,3.62,2.52,2.48,1.42,0.52,1.72,3.42,1.42,0.45,1.45,1.45,2.45,3.48,2.48,4.82,3.52,0.45,1.98,2.15,Jelly Bellies,Kit Kat,Skittles,Doritos,Fruit Roll-Ups,3,1,4,20,Female,0,
0.63,2.5,3.77,2.47,2.37,0.27,4.7,4.7,2.53,2.57,0.33,0.27,0.17,4.67,0.3,0.27,2.7,0.27,0.33,4.73,Jelly Bellies,Reese's Peanut Butter Cups,Skittles,Doritos,Fruit Roll-Ups,3,1,3,19,Female,0,
3.53,4.07,4.43,4.33,3.77,2.93,4,5,0.9,5,5,5,5,5,0.57,4.5,5,4.5,0.87,4.03,Twinkies,Reese's Peanut Butter Cups,Skittles,Doritos,Haribo Gummy Bears,3,1,4,18,Male,1,
3.07,4.83,4.03,3.9,2.8,1.1,2.17,1.97,3.97,4.03,1.13,1.1,1,4.97,2.03,4.8,4.93,0.3,1.13,3.1,Jelly Bellies,Kit Kat,Skittles,Lays Chips,Fruit Roll-Ups,3,1,2,20,Female,0,
4,5,4.5,3.5,5,3,5,5,5,4.5,3.5,4,4,4,3.5,5,4.5,3,3.5,5,Jelly Bellies,Kit Kat,Skittles,Doritos,Haribo Gummy Bears,3,1,3,19,Male,1,
2.82,2.92,2.88,4.48,3.98,2.48,3.52,3.92,4.48,2.82,2.82,3.92,3.95,3.88,0.82,2.92,3.88,2.92,0.38,4.08,Twinkies,Reese's Peanut Butter Cups,Skittles,Doritos,Fruit Roll-Ups,3,1,3,20,Male,1,
2.2,3.57,1.4,4.87,3.7,1.33,0.8,1.87,2.9,1.87,3.5,2.57,2.67,2.97,2.13,2.73,3.47,0.47,0.4,3.47,Twinkies,Kit Kat,Skittles,Doritos,Fruit Roll-Ups,3,1,4,19,Male,1,
0.47,3,4,3,2,0.43,0.43,2,0.47,0.4,2,0.43,2,0.33,0.47,5,4.5,0.43,0.43,5,Jelly Bellies,Kit Kat,Skittles,Lays Chips,Fruit Roll-Ups,3,1,3,20,Female,0,
1.7,3.53,4.53,4.57,3.3,2.57,2.43,3.7,1.47,0.4,1.5,3.3,4.23,3.57,3.33,3.13,1.67,1.33,1.53,4.77,Jelly Bellies,Kit Kat,Skittles,Lays Chips,Fruit Roll-Ups,3,1,3,20,Male,1,
2.8,3.63,3.77,4.57,2.6,4.37,3.6,4.4,3.4,3.47,5,3.5,4.37,4.5,3.53,3.63,2.5,3.63,4.9,3.57,Jelly Bellies,Reese's Peanut Butter Cups,Skittles,Lays Chips,Fruit Roll-Ups,3,1,3,20,Male,1,
0.55,4.15,3.78,3.52,4.48,2.35,2.88,3.72,4.05,3.95,2.78,2.65,3.52,2.68,3.78,4.35,4.55,4.25,2.62,3.42,Twinkies,Kit Kat,Skittles,Lays Chips,Haribo Gummy Bears,3,1,5,19,Male,1,
3.45,3.75,4.58,2.35,4.78,2.38,1.25,4.92,2.62,2.45,3.48,3.32,3.48,2.55,2.45,2.72,3.55,1.25,4.72,4.58,Jelly Bellies,Reese's Peanut Butter Cups,Skittles,Lays Chips,Haribo Gummy Bears,3,1,4,21,Female,0,
1.1,2.62,2.8,3.78,4.54,1.21,0.93,1.38,2.48,1.33,1,1.38,1.1,3.02,2.54,3.8,3.97,2.53,1.67,1.08,Twinkies,Kit Kat,Skittles,Lays Chips,Haribo Gummy Bears,3,1,3,20,Male,1,
3.53,3.53,3.53,4.8,4.63,1.47,3.47,3.6,2.63,3.57,3.4,1.5,2.47,4.93,4.6,1.77,0.7,0.3,4.3,4.73,Jelly Bellies,Kit Kat,Skittles,Doritos,Haribo Gummy Bears,3,1,5,19,Female,0,
2.85,2.78,3.68,1.55,2.02,0.95,3.85,3.62,2.68,0.38,1.48,0.38,1.72,3.15,1.58,3.65,3.68,0.55,0.38,3.82,Jelly Bellies,Kit Kat,Skittles,Doritos,Haribo Gummy Bears,3,1,5,23,Female,0,
3.55,1.62,0.22,0.92,0.92,1.75,2.85,1.82,4.88,1.98,3.05,1.98,1.95,0.35,0.22,4.88,4.92,0.18,0.15,3.15,Jelly Bellies,Kit Kat,Skittles,Doritos,Fruit Roll-Ups,3,1,4,20,Male,1,
0.77,3.77,2.87,0.6,0.67,0.7,3.24,4.07,2.84,3.47,4.3,2.8,2.9,0.67,1,3.04,4.94,0.44,0.87,3.54,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,0,4,19,Female,0,
0.3,2.93,0.4,0.47,0.5,0.47,3.4,4.57,0.43,4.43,3.63,3.47,3.83,3.63,3.53,3.57,3.4,0.53,0.53,3.13,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,0,2,20,Male,1,
0.5,1.8,0.5,0.47,0.5,0.33,0.23,1.5,1.53,1.5,3.03,2.5,0.9,2.5,0.87,2.87,3.93,0.5,0.53,2.53,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,0,,20,Male,1,
1.37,2.57,1.63,0.73,4.57,2.33,3.47,3.5,1.7,1.53,1.43,3.33,2.5,1.7,1.57,3.5,3.2,2.1,1.6,2.8,Twinkies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,1,0,,21,Female,0,
0.37,3.43,1.3,4.43,0.2,0.2,2.3,4.7,0.33,3.43,2.47,1.63,0.17,3.4,2.33,3.57,3.07,0.2,0.23,3.97,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,0,,18,Female,0,
3.9,2.57,3.43,3.87,2.87,1.5,3.27,3.7,2.7,3.73,2.67,3.63,3.9,3.9,2.5,3.5,4.83,3.67,2.43,4.53,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,1,0,,19,Male,1,
3.93,0.47,2.5,2.73,3.33,3.67,2.67,3.37,4.67,1.17,4.03,4.83,4.47,4.53,4.4,1.7,2.3,0.5,3.27,3.7,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,0,,19,Male,1,
3.63,3.53,4.37,4.37,1.93,2.4,2.87,2.47,2.57,2.47,4.7,2.17,2.97,2.5,3.43,3.53,3.57,3.5,2.97,3.2,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,0,,19,Female,0,
4.97,2.6,3.47,4.77,4.9,3.9,2.73,0.77,0.7,4.93,4.8,3.57,0.87,3.77,1.87,2,3,1.7,2.37,4.8,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,1,0,,20,Female,0,
2.47,4.47,1.6,2.9,2.8,1.67,0.47,4.07,1.17,1.3,4.47,4.63,4.1,3.83,1.63,3.77,3,0.33,2.87,4.93,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,0,,20,Male,1,
3.3,4.5,1.5,4.5,1.07,3.64,3.47,3.74,2,4.94,4.4,5,4,4.67,2.9,1.1,4.1,1,3.67,3.7,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,0,,20,Female,0,
1.43,1.73,1.43,1.63,2.6,1.77,1.47,1.57,1.53,1.4,1.5,1.57,2.43,1.9,0.33,3.57,1.5,0.87,1.43,1.77,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,0,,19,Female,0,
2.72,4.82,2.62,0.28,0.35,0.25,2.55,0.42,0.35,4.72,2.48,3.75,1.45,2.58,0.38,4.75,3.68,1.52,0.48,0.35,Twinkies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,1,0,1,19,Female,0,
4.87,4.93,4.9,4.9,4.87,4.93,1.83,4.83,4.8,4.77,4.77,1.9,1.7,4.67,3.8,4.9,4.9,0.83,0.87,4.83,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,0,2,19,Female,0,
4.51,3.08,5,3.05,5,2.71,2.11,3.15,4.25,4.11,4.28,4.18,1.85,3.55,1.05,1.78,2.98,1.78,1.98,3.15,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,1,0,5,22,Male,1,
3.47,1.7,0.8,3.67,3.37,1.5,4.53,4.47,2.4,2.43,4.8,4.6,1.5,3.57,0.23,2.6,3.93,3.73,0.23,4.4,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,0,2,21,Male,1,
0.92,2.72,1.62,0.98,3.78,2.85,3.72,1.85,0.12,0.42,2.88,3.52,1.05,0.92,0.42,3.95,3.82,0.68,0.72,0.42,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,0,2,20,Male,1,
4.02,3.52,3.02,1.95,4.52,2.52,4.48,4.52,3.05,3.05,4.45,4.05,4.02,4.95,0.52,4.88,4.92,0.85,2.05,4.48,Jelly Bellies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,1,0,3,19,Female,0,
3.38,4.61,3.71,1.41,0.38,0.41,3.71,4.21,2.48,2.58,4.31,4.81,2.75,4.75,2.35,4.88,4.71,3.35,0.71,4.68,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,1,0,3,20,Male,1,
2.55,2.48,0.81,0.98,1.55,1.45,1.51,0.75,3.41,2.48,3.45,3.28,0.31,0.48,0.58,3.41,3.71,4.68,0.35,0.45,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,0,3,19,Female,0,
3.43,3.5,3.9,0.5,3.8,3.57,3.53,3.77,4.5,2.37,4.93,3.43,2.33,3.47,0.47,4.83,3.87,0.57,0.53,4.87,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,0,4,18,Female,0,
2.6,4.53,4.5,0.97,0.6,0.97,2.3,4.87,2.93,2.43,4.97,4.7,3.63,3.4,0.3,3.5,1.53,1.47,0.7,3.87,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,0,2,20,Female,0,
1.97,2.37,3.33,0,0,4.03,1.97,2.6,0,1.87,4.93,4.9,0.27,1.07,2.27,4.93,3.97,0,0,1.87,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,1,0,3,20,Female,0,
1.62,1.62,1.75,1.55,0.68,0.28,0.55,3.58,1.45,1.32,3.42,2.62,0.55,2.58,1.42,2.65,1.48,0.45,0.18,3.42,Twinkies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,1,0,3,19,Male,1,
2.95,3.88,2.45,2.98,3.12,1.08,3.35,4.65,4.12,3.32,4.72,4.82,4.92,4.88,4.85,4.88,4.78,4.85,2.98,4.82,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,0,4,20,Male,1,
0.9,1.53,2.53,0.53,0.53,1.47,1.53,3.53,2.5,3.47,3.53,3.5,1.47,4.53,1.4,2.5,2.53,2.43,2.4,1.5,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,0,2,20,Male,1,
1.25,1.32,1.52,1.72,1.72,1.48,0.95,1.25,1.55,2.42,5,5,5,3.52,1.68,5,5,0,0,3.02,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,1,0,2,1,Prefer not to say,3,
1.15,2.38,4.88,3.55,4.45,1.45,3.98,0,0,2.48,5,5,0.81,3.55,0.31,5,5,0.21,0,5,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,0,4,20,Male,1,
2.85,4.45,2.15,1.28,2.58,1.81,0.85,3.85,4.88,4.45,3.55,2.88,1.68,3.01,0.35,4.08,2.91,0.58,4.08,3.45,Jelly Bellies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,1,0,3,19,Male,1,
3.55,4.48,3.88,2.88,1.95,2.95,1.82,4.92,3.85,1.88,4.85,4.85,4.55,3.88,2.95,3.92,4.95,0.95,1.48,4.45,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,0,4,20,Female,0,
0.63,0.47,2.67,0.57,3.53,0.5,1.33,0.23,0.4,4.33,0.23,4.63,0.33,3.6,0.37,0.4,0.3,0.23,0.37,4.6,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,0,4,20,Female,0,
3.47,2.83,0.43,3.4,3.43,1.43,3.6,4.4,2.5,1.9,2.5,4.5,2.43,4.5,1.57,2.47,3.57,4.47,3.43,2.83,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,0,3,20,Male,1,
4.53,3.03,3.43,2.03,2.43,2.57,3.17,3.8,3.27,3.87,2.13,2.6,2.43,3.37,1.73,3.53,3.67,1.2,0.6,3.53,Jelly Bellies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,1,1,,19,Male,1,
2.61,2.68,2.61,2.75,0.85,0.61,0.88,2.75,0.78,1.81,0.75,0.75,0.81,0.81,0.68,0.71,3.91,1.01,0.61,3.41,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,1,,21,Male,1,
2.58,3.75,3.25,2.38,2.38,2.18,2.18,2.38,2.52,2.52,2.45,2.62,2.58,2.95,2.25,2.25,2.25,2.28,2.28,3.58,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,1,1,5,19,Female,0,
2.4,2.4,2.4,2.47,2.47,2.47,2.57,3.37,2.3,3.6,3.33,2.37,2.43,1.3,2.5,3.53,2.3,2.57,2.57,2.37,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,1,3,20,Male,1,
2.67,3.33,0.5,3.53,3.77,2.73,4.5,4.03,2.77,3.97,3.97,3.97,3.4,4.57,3.37,3.23,1.57,0.2,0.23,4.43,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,1,,20,Female,0,
4.09,4.59,4.82,2.75,1.62,1.59,2.72,2.55,2.22,1.72,3.65,4.69,2.29,1.95,1.82,2.62,3.55,1.55,0.35,0.35,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,1,1,,19,Female,0,
0,4.27,4.43,5,5,1.5,0.4,5,5,2.4,3.37,4.47,3,3.77,0.23,0.77,3.4,4.07,0.3,4.87,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,1,,20,Female,0,
2.75,3.48,3.65,3.48,1.32,1.42,2.28,0.68,3.62,2.52,4.95,2.78,1.92,4.72,0.42,1.35,3.85,0.25,0.18,0.28,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,1,1,,20,Female,0,
3.87,3.83,1.97,2.87,2.53,2.5,3.53,4.07,2.87,2.87,4.77,1.9,1.47,3.47,2,3.6,3.47,2.97,1.53,3.43,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,1,,20,Female,0,
0,3,3.03,4.87,0.5,4.9,2.93,4.07,4.07,3.9,2.97,3.1,4.13,1.9,3,4.1,5,3,0,5,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,1,,19,Male,1,
3,2.47,1.33,1.43,1.37,1.83,1.27,3.1,1.4,0,5,5,2.4,2.63,0.47,2.63,5,1.47,0.67,5,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,1,,18,Female,0,
0.53,2.5,3.57,3.67,4.47,1.43,0.5,0.5,4.77,4.8,1.93,1.57,0.5,1.87,0.47,3.77,3.83,3.8,0.83,0.43,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,1,,21,Female,0,
1.78,4.85,3.55,3.48,3.01,1.01,2.51,4.71,2.95,1.95,4.48,3.15,3.15,2.28,2.55,3.41,3.68,2.95,2.05,4.38,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,1,1,,19,Female,0,
3.37,4.67,4.77,4.67,1.57,1.53,2.5,3.47,3.4,3.47,3.43,3.43,1.77,1.93,3.5,4.77,4.8,0.47,0.37,2.67,Jelly Bellies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,1,1,,19,Female,0,
2,3,2,2,3,1,3,3,3,0,2,2,1,2,3,3,4,2,1,2,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,1,4,25,Male,1,
2,2.53,0.93,0.2,0.07,0.03,2.93,1,2,3.8,2.03,0.83,0.97,2.93,0.07,0.93,1.97,0.03,0.1,0,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,1,2,19,Female,0,
2.43,2.67,3.3,3.3,3.57,1.43,1.47,3.37,3.33,2.83,3.2,3.57,3.37,2.5,0.5,2.43,3.27,1.37,0.87,2.43,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,1,3,21,Male,1,
1.07,3.87,2,1.9,0.84,2.47,1.87,4,2.17,4.07,2.77,3.64,0.7,4.04,0,3.97,2.1,0.4,0,1.47,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,1,1,2,19,Female,0,
0.33,3.83,4.87,1.53,1.37,0.37,1.53,3.87,1.53,2.53,1.37,2.53,1.73,3.47,1.23,5,5,3.07,1.57,5,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,1,3,21,Female,0,
5,5,5,5,3.38,3.45,5,3.45,3.42,5,5,2.45,3.55,5,1.48,5,5,1.45,0.15,3.32,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,1,1,3,18,Female,0,
2.84,2.07,3.5,1.27,1.04,0.27,0.27,3.37,1.14,1.17,2.6,3.44,2.3,1.37,1.27,5,3.4,3.7,0.3,2.54,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,1,1,2,20,Male,1,
1.47,4.47,3.47,1.4,3.47,0.57,0.5,3.6,2.53,1.53,0.83,4.5,1.47,2.53,0.43,2.6,3.43,1.5,0.93,3.93,Jelly Bellies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,1,1,4,20,Male,1,
0.53,4.63,2.53,1.77,1.03,3.9,2.53,4.47,4.9,3.73,3.83,2.1,0.4,0.8,0.4,3.13,3.83,0.53,0.2,3.43,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,1,1,4,19,Female,0,
4.83,1.87,3.5,2.5,1.53,0.47,4.47,2.93,1.87,3.4,4.9,3.5,2.53,1.5,0.93,3.47,4,0.5,1.5,3.8,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,1,1,4,21,Female,0,
2.47,4.43,1.93,1.93,1.67,0.97,3.13,3.97,3,4,3.03,3.93,1.43,2,3.47,4.53,3.43,1.53,1.33,4.87,Jelly Bellies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,1,1,3,19,Female,0,
3.3,2.67,0.6,1.87,3.63,4.87,3.7,3.83,2.63,2.53,3.63,4.03,2.27,3.47,3.07,4.27,4.43,2.2,0.37,3.7,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,1,3,20,Male,1,
0.17,2.73,2.53,0.77,3.7,0.27,4.8,2.23,3.93,4.5,0.27,0.2,0.2,4.9,1.67,4.8,4.77,0.33,0.33,1.8,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,1,3,20,Male,1,
3.97,3.97,2.37,3.97,1.73,3.9,4,4.67,1.4,3.97,4.57,4.57,2.63,3.9,0.37,4.57,4.6,2.5,0.33,1.53,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,1,3,21,Female,0,
3.42,4.46,4.86,4.39,3.76,3.52,3.39,3.46,3.06,2.59,4.29,3.59,2.62,3.12,2.79,4.82,3.96,2.46,2.52,4.52,Twinkies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,1,1,4,18,Male,1,
1.83,1.43,1.47,4,4.97,1.63,1.63,2.93,3.6,2.57,3.53,1.67,1.6,1.77,1.83,1.7,1.47,1.7,1.8,1.9,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,1,3,21,Male,1,
4.97,4.87,4.67,0.37,1.37,0.4,4.53,4.67,1.37,1.57,4.8,3.4,3.43,4.8,1.53,4.83,4.87,0.4,2.47,4.8,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,1,3,19,Female,0,
4.47,3.6,2.37,3.37,3.3,4.47,4.97,3.5,2.97,3.13,4.37,3.63,2.27,3.3,3.5,3.63,4.5,1,0.93,3.53,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,1,2,20,Female,0,
1.43,2.37,3.77,1.53,1.03,3.5,2.6,4.03,2.7,2.2,3.43,2.6,1.8,3.87,0.2,2.73,3.37,2.5,1.73,2.5,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,1,1,2,20,Male,1,
2.91,1.71,3.55,1.65,0.25,0.28,3.88,4.88,2.15,2.01,2.98,1.98,0.88,2.95,0.18,0.71,4.88,3.95,0.65,4.85,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,1,1,3,19,Male,1,
0.62,0.78,4.75,0.62,2.52,0.15,3.35,1.52,2.45,3.48,0.15,0.35,0.25,3.68,0.08,2.35,2.55,0.15,1.55,3.08,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,1,3,20,Male,1,
4.47,3.5,1.4,3.3,2.57,1.4,4.53,4.83,4.63,4.53,3.6,1.47,0.63,3.57,0.27,3.33,3.73,0.3,0.3,4.9,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,1,1,4,20,Female,0,
4.63,2.8,4.7,2.4,2.63,2.63,4.07,2.73,1.17,2.3,4.57,4.7,3.47,3.5,3.73,4.3,4.27,3.33,3.23,3.23,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,1,1,4,19,Male,1,
0.3,2.5,3.5,0.33,1.5,0.37,2.5,3.9,0.33,0.33,2.5,2.5,0.4,1.5,0.3,3.5,3.9,0.33,0.33,2.5,Twinkies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,1,1,3,21,Female,0,
1.5,4.97,2.93,4.6,4.7,3.83,3.9,4.9,4.9,4.87,4.87,4.97,4.87,4.87,3.83,4.97,4.87,2.97,3.97,4.03,Jelly Bellies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,1,1,3,20,Male,1,
4.5,4.5,4.83,4.5,1.93,1.97,1.93,4.5,4.2,4.53,4.07,4.07,1.97,3.9,2.07,3.53,4.53,2,0.93,1.93,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,1,1,4,22,Female,0,
4.67,4,4.7,4.07,4.57,3.77,4.4,4.63,1.4,4.57,4.57,4.67,3.9,3.6,4.53,4.8,3.53,0.47,0.47,4.43,Twinkies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,1,1,3,20,Female,0,
3.62,4.95,3.32,2.12,2.65,1.58,1.45,2.68,3.65,2.58,3.72,2.55,2.48,1.62,0.98,4.72,4.98,3.65,1.35,4.52,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,1,2,21,Male,1,
0.23,2.27,1.37,0.27,2.87,0.17,0,2.7,0.13,0,0.2,1.93,0.73,0.6,0.3,3.43,2,0.13,0.4,1.57,Jelly Bellies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,1,1,3,23,Female,0,
4.13,1.56,0.56,0.26,0.43,0.26,3.36,0.6,3.46,0.63,0.3,0.46,0.46,4.93,0.43,2.9,2.56,0.66,0.4,4.1,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,1,1,4,19,Female,0,
2.79,4.55,2.49,1.47,2.72,0.57,0.51,3.49,3.52,3.88,4.61,3.52,2.56,4.55,0.47,4.41,3.39,0.47,0.41,1.53,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,1,1,2,20,Female,0,
1.36,2.46,3.79,3.76,3.82,0.49,4.02,4.16,4.12,4.16,4.79,2.92,2.89,2.96,0.76,4.89,3.56,0.62,0.69,3.86,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,1,1,3,18,Female,0,
2.15,3.51,3.85,2.88,2.88,2.81,3.05,3.05,3.78,2.91,2.51,3.88,2.78,3.55,0.55,4.05,4.51,3.45,4.05,3.55,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,1,1,5,20,Male,1,
